book,chapter,verse,huggingface_image_link,current_text,corrected_text,uncertainty_count,uncertainties,images
acts,7,54,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000084.png,וּבְשָׁמְעָם אֶת־הָאֵלֶּה נִשְׁוֹרוּ בִּלְבוֹתָם וְחָרְקוּ עָלָיו שִׁנֵּימוֹ,,1,נִשְׁוֹרוּ - unusual form,000084.png
acts,9,28,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000108.png,וַיְהִי אִתָּם בָּא וְיוֹצֵא בִּירוּשָׁלִַם יְשׁוּעַ בַּשֵּׁם יְשׁוּעַ,,1,Verse 28: Final word may be יֵשׁוּעַ - partial obscurity,000108.png
acts,9,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000108.png,וַיֹּאמֶר לוֹ פֶטְרוֹס אֵינֵס יְרַפָּא אֹתְךָ יְשׁוּעַ הַמָּשִׁיחַ קוּם הַצִּיעָה וַיָּבֶר עָרְשְׂךָ וַיָּקָם בְּרֶגַע,,1,Verse 34: הַצִּיעָה - vowel on צ needs verification,000108.png
acts,11,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000130.png,וַתֹּאמֶר אֵלַי הָרוּחַ לָהֵלֶךְ אִתָּם וְלֹא לְנַבֵּר וַיָּבֹאוּ אִתִּי גַּם שֵׁשָּׁה אַחִים הָאֵלֶּה וַנָּבוֹא בְּבֵית הָאִישׁ,,1,לְנַבֵּר,000130.png
acts,11,26,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000134.png,וּבְאֲשֶׁר מָצָא הֲבִיאוֹ אָנְטִיּוֹכְיָא וַיְהִי כִּי כָל־הַשָּׁנָה נוֹסָדוּ יָחַד בַּקְהִלָּה וַיְלַמְּדוּ עַם רַב וְיִקָּרְא לְתַלְמִידִים בְּאַנְטִיּוֹכְיָא בַּתְחִלָּה בְּרָאשׁוֹנָה נִבְרָא גְּבָרִים,,1,וּבְאֲשֶׁר - second letter may have different nikud,000134.png
acts,13,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,וּכְמוֹאָם לְשַׁלְמִיר בְּשָׂרוֹ אֶחָד דִּבֵּר אֱלֹהִים פְּרֵדוֹת הַתּוֹרָהוְ וְיוֹנִי בְּשָׁתְיהֶם,,2,verse 5: third word unclear - may be לְשַׁלְמִיר or similar | verse 5: word division uncertain in middle section,000148.png
acts,13,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,וּכְאַשֶׁר יִתְחַלֵּק בְּכָל הָא עַד פָּפוֹס יִמְצְאוּ אֶת מָה רַב אֶחָד נָבִיא שֶׁקֶר וִיהוּדִי נִשְׁבָּה בַּר יֵשֻׁע,,2,verse 6: first word after number may be וּכְאַשֶׁר | verse 6: word בַּר at end unclear - could be different vocalization,000148.png
acts,13,7,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,אֲשֶׁר הָיָה אֵת סֶרְגִיוֹס פָּולוֹס הָאַנְשִׁי גָּדוֹל אִישׁ נָכוֹן וָהוּא קָרָא לְבַרְנַבָא וּלְשָׁאוּל בַּקֵּשׁ לִשְׁמוֹעַ אֶת דְּבַר אֱלֹהִים,,2,verse 7: several words have uncertain vocalization | verse 7: סֶרְגִיוֹס appears to be a transliteration,000148.png
acts,13,8,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,וּבַכֹּל עֵלְמָא אֱלְמֻסְיַא הוּא גַּם שְׁמוֹ כִּי כֵן בְּתַרְגּוּם שְׁמוֹ הַמְבַקֵּשׁ לְשַׁבֵּר אֶת יוֹסֶי הַגָּדוֹל מֵהָאֱמוּנָה,,2,verse 8: אֱלְמֻסְיַא is a transliteration and vocalization is uncertain | verse 8: several words have complex or unclear nikud,000148.png
acts,13,9,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,וְשָׁאוּל אֲשֶׁר גַּם הוּא נִקְרָא פָּולוֹס מַלֵּא רוּחַ הַקֹּדֶשׁ הַבֵּיט,,1,verse 9: relatively clear but some nikud marks may be ambiguous,000148.png
acts,13,10,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000148.png,וַיֹּאמֶר אוֹ מָלֵא כָּל מִרְמָה וְכָל מַכְלִים אֱנִי עֶבֶד כָּל צֶדֶק לֹא תָחוּנֶת לְהַשְׁבֵּית אֶת דַּרְכֵי יְהוָֹה הַיְּשָׁרִים,,2,verse 10: several words have uncertain vocalization | verse 10: word divisions in middle section uncertain,000148.png
acts,13,50,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000162.png,וְהַיְּהוּדִים הֵסִיתוּ אֶת־נָשִׁים יִרְאוֹת יְהוָֹה שְׁווֹת נִכְבָּדוֹת וְרָאשֵׁי הָעִיר וַתַּחֲלַלְנָה רְדֵף מַתְעֶה וְרִדְפָה עַל־פַּוְלוֹס וּבַרְנָא וַיַּשְׁלִיכוּם מִגְּבוּלוֹתָם,,2,רְדֵף | מַתְעֶה,000162.png
acts,14,12,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000168.png,וַיִּקְרְאוּ הַבַּעַל אֲשֶׁר הוּא בְחֹזֶק לְעָרִים הַקָּדִים שְׁבֹורִים וְכַתְהוֹנָן אֶל הַשְּׁלִיחִים אֶת־הַפְּעָם וְאַהֲבָה לוֹבֵחַ,,2,verse 12: בְחֹזֶק - kamatz vs patach under zayin uncertain | verse 12: הַקָּדִים - dagesh in dalet faint,000168.png
acts,14,13,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000168.png,וְכַאֲשֶׁר שָׁמַע הַשְּׁלִיחִים בַּרְנַבָא וּבְלוֹלִם יִקְרְעוּ אֶת בְּגֹדֵיהֶם וַיָּנִיקוּ בָּעָם וַיִּצְעָקוּ,,1,verse 13: בְלוֹלִם - vocalization of lamed uncertain,000168.png
acts,14,14,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000168.png,לֵאמֹר הָאֲנָשִׁים מָה הַפֶּעַל אֲשֶׁר אַתֶּם עֹשִׂים גַּם אֲנַחְנוּ אֲנָשִׁים נִבְרָדִים הֵם כְּמוֹכֶם אֲנָשִׁים אֲנָשִׁים וּמִתְפַּלְלִים אֲלֵיכֶם לְהָשִׁיב אֶל אֱלֹהִים חַי אֲשֶׁר בָּרָא אֶת־הַשָּׁמַיִם וְאֶת־הָאָרֶץ וְאֶת־הַיָּם וְאֵת כָּל־אֲשֶׁר בָּם,,2,verse 14: נִבְרָדִים - initial nun vocalization unclear | verse 14: multiple instances of אֲנָשִׁים - hataf-patach vs sheva distinction,000168.png
acts,14,15,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000168.png,אֲשֶׁר בְּדֹרוֹת נֵעֲשׁוֹתָה הָנִית כָּל־הַגּוֹים לָלֶכֶת בְּדַרְכֵיהֶם,,1,verse 15: נֵעֲשׁוֹתָה - segol vs tsere under ayin,000168.png
acts,14,16,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000168.png,אַף כִּי גַם הוּא מֵעוֹלָם לֹא הֵנִיחַ לָהֶם עֵדוּת מִטִּיב בַּשָּׁמַיִם נֹתֵר וּמַטְהִיר נֹתֵן פְּרִי וְהָאָרֶץ מַשְׂבִּיעַ אֲבָל נִשְׂמַחֲנוּ אֶת־לְבוֹתֵינוּ,,2,verse 16: מִטִּיב - dagesh in tet very faint | verse 16: נִשְׂמַחֲנוּ - sin vs shin dot position,000168.png
acts,14,18,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000170.png,וּבְהֵאָרִיכָם וּבְלַמְּדָם שָׁם בָּאֲנְטִיֹּכְיָאוּמֵאִיקֹנוּן וַיִּסְתּוּ אֶת־הָעָם וַיִּרְגְּמוּ אֶת־פַּוְלוּס וַיִּמְשְׁכוּהוּ אֶל־מִחוּץ לָעִיר וּמִתְחַשְּׁבִים כִּי מֵת הוּא,,1,בָּאֲנְטִיֹּכְיָאוּמֵאִיקֹנוּן - possible word boundary unclear,000170.png
acts,15,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000182.png,מֵהִצָּרוֹת לְעֵגֶל מִפְּכְרֶן גֶּמְצַתְכֶן וְכָל אֲשֶׁר לֹא הָאֲכֹל לַעֲשׂוֹת לְעַצְמְכֶם לְהַצּוֹרִים וּמֵדָּם אִם תִּצְרוּ־בוֹךְ תּוּקֶה יַאֲמִין לַכֶּם לִקְיָ אֶת־יְהוָה,,1,verse_29_highly_uncertain_many_characters_unclear,000182.png
acts,15,30,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000182.png,כַּאֲשֶׁר נִשְׁלְחוּ אֵלֶיהָ לָהֶם לַאֲנִיטוֹכְיָא נִקְרִילוּ אֶת־הֶחֲמוֹן וַיִּתְּנוּ לָהֶם אֶת־הָאִגֶּרֶת,,1,verse_30_several_words_uncertain,000182.png
acts,15,32,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000182.png,וִיהוּדָה נֵשְׁלָא הָיוּ בְנָבִיאִים גַּם־הֵמָּה לֵכָּה בְּדֶבֶר נָחֲמוּ חוֹזֶק וַאֲמַצּוּ אֶת־הָאַחִים,,1,verse_32_some_words_unclear,000182.png
acts,15,39,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000184.png,וַיְהִי־רִיב בֵּינֵיהֶם כֹּל אֲשֶׁר נִפְרַד אִישׁ מֵרֵעֵהוּ וּבַרְנַבָא לָקַח אֶת־מַרְקוֹס וַיֵּלֶךְ כִּפְרָה,,1,כִּפְרָה,000184.png
acts,16,11,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000188.png,וּכְאֲשֶׁר הָלַכְנוּ מִן טְרוֹאוֹס בִּמְרוּכוּ יָשַׁר בָּאנוּ בְּסַמוֹתְרַאקְיָא וּבַיּוֹם מַחֲר לְעַיד נְאָפּוֹלִים,,1,מַחֲר - the vowel under ח requires verification,000188.png
acts,16,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000196.png,וַיִּקָּבֵץ לְפָנֶיהֶם נִגְלֶה וּגְבֵרְעֵדָה גְדוֹלָה נָפַל אֶל נְגִלֵי פַּולוֹס יִשָּׁלֵא,,3,"verse 29: word 'נִגְלֶה' - unusual form, visual unclear if Gimel or another letter | verse 29: word 'גְבֵרְעֵדָה' - complex vocalization, uncertain of all vowel marks | verse 29: final word 'יִשָּׁלֵא' - uncertain if final letter is Aleph or He",000196.png
acts,16,30,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000196.png,וַיֹּאמֶר חֲוִיצָה וַיֹּאמַר אֲדֹנִי הוּא עַרְכִי לַעֲשׂוֹת אֲשֶׁר אֵשָּׁט,,2,"verse 30: word 'חֲוִיצָה' - unusual form, uncertain vocalization | verse 30: word 'עַרְכִי' - unclear if Kaf or Khaf",000196.png
acts,16,31,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000196.png,וַיָּבֵא אָמְרוּ הֶאֱמִין בִּישׁוּעַ הַשָּׂרָה וְתִשָּׁעַ אַתָּה וְכָל בֵּיתָךְ,,1,verse 31: word 'הַשָּׂרָה' - uncertain if Sin or Shin,000196.png
acts,16,33,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000196.png,וַיִּקָּחֵם בְּאוֹתָהּ שָׁעָה הַלַּיְלָה יִרְחַץ אֶת־מַכּוֹתֵיהֶם וַיִּטְבַּל הוּא וְכָל בֵּיתוֹ בַּבָּעַ,,1,"verse 33: word 'בַּבָּעַ' - uncertain final letter, possibly Ayin",000196.png
acts,16,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000196.png,וַיְבִאֵם לְבֵיתוֹ וַיָּשֶׂם אֶת־הַשֻּׁלְחָן נְגִדָּם כָּל־בֵּיתוֹ מַאֲמִינִים בֵּיהוָֹה,,1,verse 34: word 'נְגִדָּם' - dagesh placement uncertain,000196.png
acts,17,2,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וְיִהִי אֵלָיו בְּהֵעָזְרוֹ וּבְלִימֵי שְׁלשָׁהּ שָׁבֻעִים יְכַבֵּד אֱלהִים בִּכְתָבִים,,2,"Verse 2: Fourth word 'בְּהֵעָזְרוֹ' - unusual form, possibly בְּהֵעָדְרוֹ or similar variant | Verse 2: Sixth word 'שְׁלשָׁהּ' - final He with Mappiq visible but faint",000200.png
acts,17,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וּכַעֲשׂוֹת צִדֵּק הַמִשְׁנֶה לַעֲנוֹת וְלָקוּם מִמָּתִים וּכִי זֶה הוּא אֲשֶׁר אֲנִי מַגִּיד לָהֶם,,2,Verse 3: Second word 'צִדֵּק' - Dagesh in Dalet visible | Verse 3: Third word 'הַמִשְׁנֶה' - Shin with right dot clearly visible,000200.png
acts,17,4,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וּמִקְצָתָם הֶאֱמִינוּ וְנִדְבָּקוּ בְּפוֹלוֹס וּשׁילַס וּבֵינֵיהֶם יְדַעֵי אֱלֹהִים הָמוֹן רַב וּבְנָשִׁים רֹאשׁוֹנוֹת לֹא מְעָשְׁוֹת,,2,"Verse 4: Sixth word 'וּשׁילַס' - appears to be 'Silas' without final Samekh | Verse 4: Last word 'מְעָשְׁוֹת' - unusual form, possibly מְעַטּוֹת",000200.png
acts,17,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וַיִהוּדִים אֲשֶׁר אֵינָם מַאֲמִינִים קִנְאוּרַת לָקְחוּ אֱלֹהִים חֲבֵל אֲשֶׁר בְּכָל־הַקְּדֻלּוֹ וּבִתְהוֹמוֹ עַל־נַעֲרֵי נִקְבָּהוֹ עַל־בְּרָא יָסוֹ וּיְבַקְשׁוּם לַהוֹצִיאָם אֶל־הָעָם,,2,Verse 5: Fourth word 'קִנְאוּרַת' - possibly two words or unusual compound form | Verse 5: Eleventh word 'הַקְּדֻלּוֹ' - Dagesh in Dalet and unusual pointing,000200.png
acts,17,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000200.png,וְכַאֲשֶׁר לֹא מְצָאוּם וַיִּשָּׁבֶּהוּ אֶת־יָסוֹן וְאַחִים אֶל־הָעִיר וַיַּעֲקוּ כִּי הַפֹּסְכִים כָּל־הַתֵּבֵל הִמָּה בָאוּ־גַם פֹּה,,2,"Verse 6: Third word 'וַיִּשָּׁבֶּהוּ' - Dagesh in Shin visible, possibly וַיִּשְׁאָבוּהוּ | Verse 6: Ninth word 'הַפֹּסְכִים' - unusual word, possibly הַפֹּכְכִים or similar",000200.png
acts,17,11,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000202.png,וְהָאֵלֶּה הָיוּ הָרִים מֵאַנְשֵׁי תֶסַלוֹנִיקָא כִּי קִבְּלוּ אֶת הַדָּבָר בְּכָל תוֹך יוֹמָם וְיוֹמָם נִכְתָּבִים אוֹם יִוָּתֵר כֵּן הַדְּבָרִים הָאֵלֶּה,,1,Word boundaries in verse 11 are complex due to tight spacing,000202.png
acts,17,23,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000206.png,כִּי בְהִתְהַלְּכִי וּבְחָפְשִׂי אֶת־הַמִּזְבָּחוֹת אֲשֶׁר לָכֶם מָצָאתִי גַּם מִזְבֵּחַ אֲשֶׁר בּוֹ נִכְתָּב לְאֵל לֹא נוֹדָע אֲשֶׁר בְּלִי נָכְתָּב לְאֵל אֲשֶׁר בּוֹ נִכְתָּב לְאֵל לֹא יָדַעְתֶּם אוֹתוֹ אֲנִי מַגִּיד לָכֶם,,1,verse 23 contains complex text with possible printing irregularities,000206.png
acts,18,3,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000212.png,וְכִי בָּן־אֱמוּנָתָם הוּא וּצַדִּיק יִיטַב כִּי בָּאֱמוּנָתָם אוֹתוֹ יַרְאֵת הַפָּרָת,,1,verse structure unclear due to page condition,000212.png
acts,19,26,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000228.png,וַלֹאו וְשׁוֹמְעִים אַתֶּם כִּי לֹא בִּלְבַד בְּאֶפְסוֹס כִּי אַף כָּל־אַסְיָא פּוֹלוֹס הַלָּז פְּמַעַט בְּכָל־אַסְיָא פּוֹלוֹס נָלָז מַסִּיחַ וּמֵסִיב עַם רַב לֵאמֹר כִּי אֵינָם אֱלֹהִים אֲשֶׁר בְּיָדַיִם נֶעֱשׂוּ,,1,verse 26 contains unusual text flow and possible printing irregularities,000228.png
acts,19,31,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000230.png,וְאַנְשִׁים אֲחָדִים מִנְּשִׂיאֵי אַסְיָא רָעָיו בְּפוֹלוֹם שָׁלְחוּ אֵלָיו וַיִּתְחַנְּנוּ לוֹ מֵחֲדָא אֶת־נַפְשׁוֹ לְבֵית הַקָּהָל,,1,"מֵחֲדָא - unusual form, verify",000230.png
acts,19,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000232.png,וַיְהִי כַּאֲשֶׁר דָּמָם הַסּוֹפֵר אֶת־הַכֶּסֶף הַנִּמְצָא בֵּית־יְהוָה וַיִּתְּנֻהוּ עַל־יַד עֹשֵׂי הַמְּלָאכָה הַמֻּפְקָדִים בֵּית יְהוָה וַיּוֹצִיאֻהוּ לְעֹשֵׂי הַמְּלָאכָה אֲשֶׁר עֹשִׂים בְּבֵית יְהוָה,,1,verse number partially obscured,000232.png
acts,19,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000232.png,וַיֹּאמֶר חֲזָאֵל מַדּוּעַ אֲדֹנִי בֹכֶה וַיֹּאמֶר כִּי יָדַעְתִּי אֵת אֲשֶׁר־תַּעֲשֶׂה לִבְנֵי יִשְׂרָאֵל רָעָה אֶת־מִבְצְרֵיהֶם תְּשַׁלַּח בָּאֵשׁ וּבַחֻרֵיהֶם בַּחֶרֶב תַּהֲרֹג וְעֹלְלֵיהֶם תְּרַטֵּשׁ וְהָרֹתֵיהֶם תְּבַקֵּעַ,,1,some nikud marks unclear due to print quality,000232.png
acts,20,35,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000244.png,כָּל־דְּבָרִים הוֹרֵיתִי לָכֶם כִּי כֹּה שָׁוֶה לָנוּ לְקַבֵּל אֶת־הַחֲלוּיִם לָזֵכֶר דִּבְרֵי אֲדֹנֵינוּ יֵשׁוּעַ כִּי הוּא אָמַר אָשְׁרֵי־הָאִישׁ הַמַּתִּיר לָחֶם מִשֵּׂאת,,2,הַחֲלוּיִם | הַמַּתִּיר,000244.png
acts,21,28,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,וַיִּקְרָאוּ אַנְשֵׁי יִשְׂרָאֵל עִזְרוּ כִּי זֶה הוּא הָאִישׁ אֲשֶׁר עַל־הָעָם וְעַל־הַתּוֹרָה וְעַל־הַמָּקוֹם יְהוָה אֶת־כֻּלָּם בְּכָל־מְקוֹמִים מְלַמֵּד וְגַם־אֱנוֹשׁ מִי־הֵבִיא לְהֵיכָל וַיְחַמְּאָ אֶת־מְקוֹשׁ הַקֹּדֶשׁ הַזֶּה,,2,word after וְגַם - may be אֱנוֹשׁ or אֱנוֹשִׁים | word before הַקֹּדֶשׁ - may be מְקוֹשׁ or מָקוֹם,000256.png
acts,21,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,כִּי לְרָאוּ אֶת־טְרוֹפִימוֹט הָאֶפֶסִי בְּעִיר עִלָּיו חָשְׁבוּ כִּי בְּהֵיכָל הִוּל בְּגוֹ,,1,word after בְּהֵיכָל - may be הִוּל or הֵבִיא,000256.png
acts,21,30,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000256.png,וַתֻּהוֹם כָּל־הָעִיר וַיֵּהִי מְרוּצַת הָעָם וַיִּתְפְּשׂוּ בִּפְלוּס וַיִּמְשְׁכוּ אוֹתוֹ מֵחוּץ לְהֵיכָל גְּבוּרוֹת וְסָגְרוּ הַדְּלָתוֹת,,1,word after לְהֵיכָל - may be גְּבוּרוֹת or other variant,000256.png
acts,21,33,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיְקֹרֵב טָרֳי אֵלֵּף וּלְקָחָהוּ וַיֹּשֶׁב יֵאָסֵרֻהוּ בְּשְׁנֵי אֲלוּשִׁים בְּחוּקִי,,1,יֵאָסֵרֻהוּ - middle vowel pattern unclear,000258.png
acts,21,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַצְרוּדִים צָעַק מִי הוּא אֲדוֹנָיו פְּנָעַם בָּנָאִשׁר לֹא יָכֹל לָדַעַת אֱת־אֱמָה בְּעַבוּר הַבְּלוֹת וַיְשֵׁן לִהֲבִיאֹ אֵל־דְּוֹמְהַתוֹת,,2,צָעַק - second vowel could be Tsere | בָּנָאִשׁר - unusual spelling,000258.png
acts,21,36,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,אֲהַר הוּא גַּבֵּר יָמָא סָגִיא וַיִּקְרָא נָצִיק שְׁאִיֹהוֹ,,2,יָמָא - unusual form | סָגִיא - Aramaic influence,000258.png
acts,21,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיַּחַל פּוּלִוש לְהָגִיד אֵל־תֵּי אַתָּה נָאִיכִיא סֶר מַשִּׁירֵהוּ פֵּלִוֹס,,1,נָאִיכִיא - unclear vowel pattern,000258.png
acts,21,39,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/acts/000258.png,וַיֹּאמֵר פּוּלִוש אָנִי אִישׁ יְהוּדִי מִטַּרְסוּס עִיר קִילִיכִּיָא מִתְחַלֵל וַאֲשֶׁל אִין מִמְּךָ אֱת־נִבְחַר לְדַבֵּר אֵל־נָעַם,,2,מִתְחַלֵל - unclear vocalization | נִבְחַר - dagesh unclear,000258.png
