book,chapter,verse,huggingface_image_link,current_text,corrected_text,uncertainty_count,uncertainties,images
john,4,42,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000044.png,וְלָאִשָּׁה אָמְרוּ לֹא אֱמוּנָם אֲנַחְנוּ בְּעֲבוֹד מִלְּתֵךְ כִּי אִם שְׁמַעְנוּ וַנֵּדַע כִּי זֶה הוּא אָמְנָם הַמּוֹשִׁיעַ נְעוּלָם הַמָּשִׁיחַ,,1,"נְעוּלָם - appears to read as shown, though expected form might differ",000044.png
john,5,9,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000050.png,דִּיזְלֵע יְהוּדַעַע מָרְהָא שְׁלֹשׁ וּהָאִינֵן נְהוּוּא וּאִישֵׁא אֶת־מָשָׁה הֲלָךְ פֹּתֵר שַׁבָּת בַּרוּם נְהוּוּא,,1,verse 9 has mixed text quality,000050.png
john,5,35,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000058.png,הוּא הַיָּה הַלֶּחֶם בּוֹעֵד וּמַיִד וְאִכֵּם אֲבִילִים הֵם לֶעַת לְלֵיל בְּאַלְדּוּן,,6,verse 35: word 2 'הַיָּה' - final letter may be ה or ח | verse 35: word 3 'הַלֶּחֶם' - third letter dagesh uncertain | verse 35: word 4 'בּוֹעֵד' - vowel pattern uncertain | verse 35: word 5 'וּמַיִד' - second letter yod vs vav uncertain | verse 35: word 9 'לֶעַת' - first vowel may be segol or tsere | verse 35: word 11 'בְּאַלְדּוּן' - final nun vs mem sofit uncertain,000058.png
john,5,36,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000058.png,וְאָנִי יֵשׁ לִי עֵדוֹת גְּדוֹלָה מֵיּוֹחָן כִּי הַמַּעֲשִׂים אֲשֶׁר עוֹשֶׂה אָבִי שְׁלָחַנִי הֵעִידוּ עָלַי כִּי הָאָב שְׁלָחַנִי,,4,verse 36: word 7 'גְּדוֹלָה' - dagesh in gimel uncertain | verse 36: word 8 'מֵיּוֹחָן' - compound word structure unclear | verse 36: word 13 'אוֹתָם' may be 'אוֹתָהּ' | verse 36: word 18 'שְׁלָחַנִי' - final vowel pattern,000058.png
john,5,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000058.png,וְהָאָב אֲשֶׁר שְׁלָחַנִי הוּא הֵעִיד עָלַי כֹּל פַּעַם לֹא שְׁמַעְתֶּם וּתְבוּנָתוֹ לֹא רְאִיתֶם,,4,verse 37: word 7 'הֵעִיד' - vowel on ayin may be tsere or segol | verse 37: word 9 'כֹּל' - dagesh unclear | verse 37: word 10 'פַּעַם' - dagesh in pe uncertain | verse 37: word 13 'וּתְבוּנָתוֹ' - compound structure unclear,000058.png
john,5,39,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000058.png,חָקְרוּ אֵת הַכְּתוֹבִים כִּי הוֹשְׁבִים אַתֶּם לִהְיוֹת לָכֶם בָּהֶם אֵת חַיֵּי עוֹלָם וְהֵמָּה הַמְּעִידִים עָלַי,,3,"verse 39: word 5 'הוֹשְׁבִים' - root uncertain, may be different verb form | verse 39: word 13 'חַיֵּי' - dagesh in yod unclear | verse 39: word 15 'וְהֵמָּה' - dagesh in mem uncertain",000058.png
john,5,40,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000058.png,וְלֹא חֲפַצְתֶּם לָבוֹא אֵלַי לִהְיוֹת לָכֶם חַיִּים,,2,verse 40: word 2 'חֲפַצְתֶּם' - hataf patach vs simple sheva on chet | verse 40: word 8 'חַיִּים' - final mem vs mem sofit,000058.png
john,6,65,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000078.png,וַיֹּאמֶר לָכֵן אָמַרְתִּי לָכֶם כִּי אִישׁ לֹא יָבוֹא אֶל־כֹּל לוֹא יִהְיֶה מִאֵת,,1,The text appears to be cut off or incomplete at the bottom of the page - the verse seems truncated,000078.png
john,9,14,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000116.png,אָנֹכִי הָרֹעֶה הַטּוֹב כַּאֲשֶׁר עָשָׂה יְשׁוּעַ אֶת־נַפְשׁוֹ וְנִבְטַח אֶת־עֵינָיו,,1,verse 14 appears to have non-standard wording or may be damaged/unclear in parts,000116.png
john,9,15,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000116.png,וַיִּשּׁוּבוּ וַיִּשְׁאֲלוּ לוֹ הַפְּרֻשִׁים גַּם־הֵם אֵיךְ נִשְׂבַּר לָרְאוֹת וַיֹּאמֶר לָהֶם אֶת־נְשָׁמָה פִּי עַל־עֵינָיו נִתְּנוּ וַיִּרְאֵנִי וַיִּרְאֵה אֲבוֹת,,1,verse 15 text appears to have non-standard wording,000116.png
john,10,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000126.png,כִּי אִם יוּטֵם בָּאֵיֹם אֵינָם יִנְסוּ בַּמֵּמִּי כִּי לֹא יֹדְעוּם אֶת־קוֹל תְּבִידִים,,3,בָּאֵיֹם - unusual vocalization | בַּמֵּמִּי - unclear reading | תְּבִידִים - possible non-standard form,000126.png
john,10,36,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000136.png,וַיֹּאת אֲשֶׁר קֹדֶשׁ תֹּאבֵל וְשָׁלֹחַ אֵל־חֹצִילֹם אֹמֵרֹים כִּי מִבֹּדְלֹאו כִּי אָבְדַנִי בְּנֵי אֱלֹהִים אֲנִילִי,,3,"verse 36: character after 'וַיֹּאת' - appears to be אֲשֶׁר but vowels are faint | verse 36: 'תֹּאבֵל' - dagesh in ת unclear, may be printing artifact | verse 36: 'מִבֹּדְלֹאו' - unusual form, transcribed as visible",000136.png
john,10,37,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000136.png,וְאֹם אֵינִיגִי עֹשֶׂה אֵחָד־מַעֲשֵׂי אָבִי לֹא תַאֲמִינוּ לִי,,1,"verse 37: 'אֵינִיגִי' - uncertain reading, possibly 'אֵינִי' with unclear suffix",000136.png
john,10,40,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000136.png,וַיֵּשֶׁב נָשׁוֹב נֵלַךְ לְעֹבֶד הַיַּרְדֵּן אֶל־הַמָּקוֹם אֲשֶׁר בּוֹ הָיָה יוֹחָנָן בָּרֵאשֹׁנָה טֹבֵל וַיַּחַן־שָׁם,,1,verse 40: 'נָשׁוֹב' - dagesh in שׁ unclear,000136.png
john,11,19,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000142.png,וְרַבִּים מִיְּהוּדִים בָּאוּ אֶל־מַרְתָּה וְאֶל־מִרְיָם לְנַחֲמָן עַל־לוֹנְעַר אֲחִיהֶן,,1,לוֹנְעַר,000142.png
john,12,6,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000154.png,וְזֹאת אָמַר לֹא מֵעַל דְּאָגַת לִבּוֹ אֶל־עֹם כִּי גַּנָּב הוּא וְנֹפֵשׁ הָיְתָה לוֹ וּמְשֻׁלָּחִים פָּה בְסַלּוֹ,,3,Verse 6: 'דְּאָגַת' - The vocalization of this word is somewhat unclear in the image | Verse 6: 'עֹם' - This reading is uncertain; could be a variant spelling | Verse 6: 'וְנֹפֵשׁ' - The vocalization is difficult to confirm with certainty,000154.png
john,12,15,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000158.png,כִּי מוֹפֵת נָתַתִּי לָכֶם כַּאֲשֶׁר עָשִׂיתִי לָכֶם כֵּן תַּעֲשׂוּן גַּם אַתֶּם,,2,Verse 15: The word 'מוֹפֵת' - first vowel appears to be Holam over Mem | Verse 15: Final sequence 'אַתֶּם' - Dagesh in Tav verified as present,000158.png
john,12,16,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000158.png,אָמֵן אָמֵן אוֹמֵר אֲנִי לָכֶם אֵין עֶבֶד גָּדוֹל מֵאֲדֹנָיו וְאֵין שָׁלִיחַ גָּדוֹל מִן הַשֹּׁלֵחַ אוֹתוֹ,,2,Verse 16: The word 'מֵאֲדֹנָיו' - Hataf-Patah under Alef verified | Verse 16: The word 'הַשֹּׁלֵחַ' - Dagesh in Shin verified as present,000158.png
john,12,18,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000158.png,לֹא עַל כֻּלְּכֶם אֲנִי אוֹמֵר כִּי אָנֹכִי יָדַעְתִּי אֶת הַבְּחִירִים אֲשֶׁר בָּחַרְתִּי אַךְ לְמַעַן יִתְמַלֵּא הַכָּתוּב הָאוֹכֵל אֶת לַחְמִי רָם עָלַי עֲקֵבוֹ,,3,Verse 18: The word 'הַבְּחִירִים' - Sheva under Bet verified | Verse 18: The word 'יִתְמַלֵּא' - Dagesh in Lamed appears present | Verse 18: The word 'עֲקֵבוֹ' - Hataf-Patah under Ayin verified,000158.png
john,12,19,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000158.png,מֵעַתָּה מַגִּיד אֲנִי לָכֶם בְּטֶרֶם הֱיוֹתָהּ לְמַעַן תַּאֲמִינוּ בִּהְיוֹתָהּ כִּי אָנֹכִי הוּא,,2,"Verse 19: The word 'מֵעַתָּה' - Dagesh in Tav verified | Verse 19: The word 'הֱיוֹתָהּ' - Hataf-Segol under He verified, final Heh with Mappiq",000158.png
john,12,20,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000158.png,אָמֵן אָמֵן אוֹמֵר אֲנִי לָכֶם הַמְקַבֵּל אֶת אֲשֶׁר אֶשְׁלַח אוֹתִי יְקַבֵּל וְהַמְקַבֵּל אוֹתִי יְקַבֵּל אֶת שֹׁלְחִי,,2,Verse 20: The word 'הַמְקַבֵּל' appears twice - Dagesh in Bet verified in both instances | Verse 20: The word 'שֹׁלְחִי' - Holam over Shin verified,000158.png
john,12,28,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000162.png,אֲבָל הָאֱדִיר אֶת־שְׁגַל קוֹל בְּשָׁמַיִם וְהָאִידְרִיר וַאֲשׁוּב אֵאֶדִיר,,3,verse 28: first word unclear - possible אֲבָל or אֶבֶל | verse 28: word after הָאֱדִיר - possibly אֶת־שְׁגַל but unclear | verse 28: final words very uncertain due to image quality,000162.png
john,12,29,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000162.png,וַיְעַן הָלֵךְ וַיְשִׁיבֵ אָמַר כִּי יֵעַם הִיא וְאַחֲרִים אָמְדוּ כִּי מַלְאַךְ דִּבֶּר אֵלָיו,,2,verse 29: second word possibly הָלֵךְ or הַלֵּךְ | verse 29: word וַיְשִׁיבֵ uncertain - nikud unclear,000162.png
john,12,32,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000162.png,וַאֲנִי הֱנּוֹשַׂאתִי מִן־הָאָרֶץ כֻּלָּם אֶמְשֹׁךְ אֵלָי,,1,"verse 32: word הֱנּוֹשַׂאתִי - complex vocalization, uncertain if all nikud captured correctly",000162.png
john,12,33,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000162.png,וְזֹאת אָמַר בְּהוֹדוֹ בַּמָּוֶת הָיָה בְּחֵית עָתִיד לָמוּת,,2,verse 33: word בְּהוֹדוֹ uncertain - could be בְּהוֹרוֹ or similar | verse 33: בְּחֵית uncertain - possibly בַּחֵית,000162.png
john,12,34,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000162.png,וַיַּעֲנוּ לוֹ הָעָם אֲנַחְנוּ שָׁמַעְנוּ מִן־הַתּוֹרָה כִּי הַמָּשִׁיחַ יִקְיוֹם לְעוֹלָם וְאֵיךְ הֶעָלַדְתָּ צַיְךָ הָאָדָם כִּי זֶה הוּא בֶּן־הָאָדָם מִי זֶה הוּא בֶּן־הָאָדָם,,3,"verse 34: very long verse, transcription uncertain in several places | verse 34: word הֶעָלַדְתָּ very uncertain - unusual form | verse 34: word צַיְךָ unclear - possibly different vocalization",000162.png
john,13,4,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000168.png,וַיָּקָם מִן־הַסְּעוּדָה וַיָּשֶׂם אֶת־בְּגָדָיו מֵעָלָיו וַיִּקַּח מָגְבֶּת וַיַּפְשֹׁטִים וַיַּחְגֹּר בַּמַּחֲגוֹרֶת,,1,verse 4: some words at the end may need verification,000168.png
john,14,10,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000182.png,וְהָיָה מְאַמִין כִּי אָנִי בָּאָב וְהָאָב כִּי הוּא חַזְדַרִים אָשֶׁר אָנִי מְדַבֵּר אֲלֵיכֶם מִנַּפְשִׁי אֵינָנִי מְדַבֵּר הָאָב אָשֶׁר כִּי הוּא הוּא עוֹשָׂה אֶת־יַמְבָעַטִים,,1,Verse 10: Some vocalization marks unclear,000182.png
john,15,22,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000196.png,וְאַתֶּם גַּם לָא הֱיִיתֶם שִׂמְחִים עַתָּה אֲבָל אֶרְאֶה אֶתְכֶם וְיִשְׂמַח לִבְּכֶם וְשִׂמְחַתְכֶם לֹא יִקַּח אִישׁ מִכֶּם,,1,Some words difficult to verify due to print quality,000196.png
john,18,5,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000216.png,וַיַּעֲנוּ לוֹ אֶת־יֵשׁוּעַ הַנַּצְרִי וַיֹּאמֶר לָהֶם יֵשׁוּעַ אֲנִי הוּא וְגַם יְהוּדָה מוֹסְרוֹ הֶאָתָם עִמָּם,,1,"Verse 5: Word 'הֶאָתָם' - vocalization of first letter uncertain, may be 'הָ' or 'הֶ'",000216.png
john,19,14,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000232.png,וַתֹּאמֶר בְּדָבְרִיקָ חָכְמַת עֶרֶב לְבֵיב נִשְׁבָּה וְקִשָּׁה (הַשְּׁלִישִׁית) וַאֲבַקְל לִיהוּדִים הֵת הַמְבָלְעִים,,1,Verse 14: The Spanish translation suggests a different text than what appears in the Hebrew. The Hebrew letters are unclear in several positions. Possible reading uncertainties throughout.,000232.png
john,19,21,https://huggingface.co/datasets/jhonnyisaacc/hutter/resolve/main/hebrew/john/000234.png,וַיֹּאמֶר דִּי רַחֲנִי אֶל־כְּלֵיכֶם מַלְכָּא דְחִילָּא,,3,verse 21: First word unclear - possible 'וַיֹּאמֶר' but ornamented initial makes first letters difficult | verse 21: 'דִּי' - second letter may be Yod or Vav | verse 21: Word sequence unclear due to multi-language interference from adjacent columns,000234.png
